,name,meal time,main ingredients,Cleaned_Ingredients,url,category,author,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_c_mg,folate_mcg,thiamin_mg,cuisine,Quantities,Units,Ingredients,image_url
43,Italian Spaghetti Sauce with Meatballs,"lunch,dinner","tomato paste,white sugar,tomato,egg,Parmesan cheese,beef","beef,bread crumb,Parmesan cheese,black pepper,egg,onion,garlic,olive oil,tomato,white sugar,bay leaf,tomato paste",https://www.allrecipes.com/recipe/21353/italian-spaghetti-sauce-with-meatballs/,side-dish,Jeremy,This is a recipe I got from my mother years ago --  it's great.,4.53,3651,2622,"1 pound lean ground beef ; 1 cup fresh bread crumbs ; 1 tablespoon dried parsley ; 1 tablespoon grated Parmesan cheese ; ¼ teaspoon ground black pepper ; ⅛ teaspoon garlic powder ; 1  egg, beaten ; ¾ cup chopped onion ; 5 cloves garlic, minced ; ¼ cup olive oil ; 2 (28 ounce) cans whole peeled tomatoes ; 2 teaspoons salt ; 1 teaspoon white sugar ; 1  bay leaf ; 1 (6 ounce) can tomato paste ; ¾ teaspoon dried basil ; ½ teaspoon ground black pepper","In a large bowl, combine ground beef, bread crumbs, parsley, Parmesan, 1/4 teaspoon black pepper, garlic powder and beaten egg.  Mix well and form into 12 balls.  Store, covered, in refrigerator until needed. In a large saucepan over medium heat, saute onion and garlic in olive oil until onion is translucent.  Stir in tomatoes, salt, sugar and bay leaf.  Cover, reduce heat to low, and simmer 90 minutes.  Stir in tomato paste, basil, 1/2 teaspoon pepper and meatballs and simmer 30 minutes more.  Serve.",20 mins,2 hrs,2 hrs 20 mins,6,6 servings,346,23,11,21,5,77,18,4,1492,191,139,5,59,1023,824,9,32,45,0,Italian,"[1.0, 1.0, 1.0, 1.0, 0.25, 0.125, 1.0, 0.75, 5.0, 0.25, 2.0, 2.0, 1.0, 1.0, 1.0, 0.75, 0.5]","['pound', ' cup', ' tablespoon', ' tablespoon', ' teaspoon', ' teaspoon', ' no unit', ' cup', ' cloves', ' cup', ' cans', ' teaspoons', ' teaspoon', ' no unit', ' can', ' teaspoon', ' teaspoon']","['lean ground beef', ' fresh bread crumbs', ' dried parsley', ' grated Parmesan cheese', ' ground black pepper', ' garlic powder', ' egg, beaten', ' chopped onion', ' garlic, minced', ' olive oil', ' whole peeled tomatoes', ' salt', ' white sugar', ' bay leaf', ' tomato paste', ' dried basil', ' ground black pepper']",AAA
44,White Pizza Sauce,"lunch,dinner","butter,flour,milk,Parmesan cheese,oregano","butter,olive oil,onion,garlic,flour,milk,Parmesan cheese,oregano",https://www.allrecipes.com/recipe/256746/white-pizza-sauce/,side-dish,MaggieJo,"Great for vegetable pizza, meat pizza, or pasta. Brush your favorite pizza dough with olive oil, spread sauce, add your favorite toppings, and bake per dough instructions. Also great for calzones or chicken, or chicken and broccoli with fettucine. Makes enough sauce for 2 medium pizzas. Freezes beautifully. Just thaw at room temperature.",4.76,78,55,"2 tablespoons butter ; 1 tablespoon olive oil ; ¼ cup finely chopped onion ; 1 large clove garlic, minced ; 3 tablespoons all-purpose flour ; 1 cup milk, or more as needed ; ½ cup grated Parmesan cheese ; 2 tablespoons minced fresh basil ; ½ teaspoon chopped fresh oregano  (Optional); ¼ teaspoon salt ; ⅛ teaspoon ground black pepper","Heat butter and olive oil in a small saucepan over medium heat; cook and stir onion and garlic until tender and fragrant, about 1 minute. Add flour and whisk until flour is lightly browned and onion is translucent, 2 to 3 minutes. Mix milk, Parmesan cheese, basil, oregano, salt, and black pepper into onion mixture. Cook, whisking continuously, until cheese is melted and sauce has thickened slightly, about 5 minutes. Remove from heat.",10 mins,8 mins,18 mins,2,2 pizzas,364,18,6,26,13,57,13,0,730,239,386,1,28,275,821,3,3,35,0,Middle East,"[2.0, 1.0, 0.25, 1.0, 3.0, 1.0, 0.5, 2.0, 0.5, 0.25, 0.125]","['tablespoons', ' tablespoon', ' cup', ' no unit', ' tablespoons', ' cup', ' cup', ' tablespoons', ' teaspoon', ' teaspoon', ' teaspoon']","['butter', ' olive oil', ' finely chopped onion', ' large clove garlic, minced', ' all-purpose flour', ' milk, or more as needed', ' grated Parmesan cheese', ' minced fresh basil', ' chopped fresh oregano  (Optional)', ' salt', ' ground black pepper']",AAA
45,Tuna Fish Salad,"lunch,dinner","mayonnaise,parsley,tuna","tuna,parsley,celery,mayonnaise,lemon juice,paprika",https://www.allrecipes.com/recipe/16468/tuna-fish-salad/,salad,Angel,"Serve a scoop on top of a green salad, or between two pieces of bread with fresh lettuce. Sprinkle a little paprika on top to add a little flavor and color.",4.54,355,272,"1 (5 ounce) can tuna, drained ; 1 tablespoon chopped fresh parsley ; ¼ cup chopped celery ; ½ cup mayonnaise ; ½ teaspoon lemon juice ; ¼ cup chopped onion ; ¼ teaspoon garlic powder ; ⅛ teaspoon salt ; ⅛ teaspoon ground black pepper ;   paprika to taste","In a large bowl, combine the tuna, celery, onion, mayonnaise, lemon juice, parsley, garlic powder, salt and pepper. Mix well and refrigerate until chilled. Sprinkle with paprika if desired.",15 mins,0 min,15 mins,4,4 servings,240,2,0,22,3,19,8,0,251,199,12,0,11,120,207,5,2,8,0,Middle East,"[1.0, 1.0, 0.25, 0.5, 0.5, 0.25, 0.25, 0.125, 0.125, 0.0]","['can', ' tablespoon', ' cup', ' cup', ' teaspoon', ' cup', ' teaspoon', ' teaspoon', ' teaspoon', ' no unit']","['tuna, drained', ' chopped fresh parsley', ' chopped celery', ' mayonnaise', ' lemon juice', ' chopped onion', ' garlic powder', ' salt', ' ground black pepper', ' paprika to taste']",AAA
46,Honey Ginger Carrots,"lunch,dinner","carrot,butter,honey,ginger","carrot,butter,honey,ginger,lemon juice",https://www.allrecipes.com/recipe/25237/honey-ginger-carrots/,side-dish,Linda,"Carrots sweetened with honey and lemon, with a hint of ginger.",4.34,296,196,"1 pound carrots, sliced ; ¼ cup butter ; 2 ½ tablespoons honey ; 1 pinch ground ginger ; 1 tablespoon lemon juice, or to taste","Bring a pot of water to a boil.  Add carrots and cook until tender but still firm, about 5 minutes. Drain. In a large skillet over low heat, melt butter with honey.  Stir in ground ginger and lemon juice.  Stir in carrots and simmer until heated through.",20 mins,10 mins,30 mins,6,6 servings,122,13,9,7,4,20,0,2,98,70,25,0,8,190,13125,0,3,11,0,Middle East,"[1.0, 0.25, 2.5, 1.0, 1.0]","['pound', ' cup', ' tablespoons', ' pinch', ' tablespoon']","['carrots, sliced', ' butter', ' honey', ' ground ginger', ' lemon juice, or to taste']",AAA
47,Fabulous Fruit Salad,"lunch,dinner","cranberries,nectarine,apple","apple,Granny Smith apple,nectarine,celery,cranberries,walnuts,lemon yogurt",https://www.allrecipes.com/recipe/14187/fabulous-fruit-salad/,salad,Tracy Fall,"An easy, quick, and holiday-worthy fruit salad that is easily doubled.",4.54,212,163,"1  red apple, cored and chopped ; 1  Granny Smith apple, cored and chopped ; 1  nectarine, pitted and sliced ; 2 stalks celery, chopped ; ½ cup dried cranberries ; ½ cup chopped walnuts ; 1 (8 ounce) container nonfat lemon yogurt","In a large bowl, combine red apple, Granny Smith apple, nectarine, celery, dried cranberries, and walnuts. Mix in yogurt. Chill until ready to serve.",20 mins,0 min,20 mins,4,4 servings,242,37,30,9,1,0,5,4,55,88,127,0,41,387,231,1,6,30,0,Middle East,"[1.0, 1.0, 1.0, 2.0, 0.5, 0.5, 1.0]","['no unit', ' no unit', ' no unit', ' no unit', ' cup', ' cup', ' no unit']","['red apple, cored and chopped', ' Granny Smith apple, cored and chopped', ' nectarine, pitted and sliced', ' stalks celery, chopped', ' dried cranberries', ' chopped walnuts', ' container nonfat lemon yogurt']",AAA
48,Alternative Tabbouleh (Tabouli),"lunch,dinner","bulgur wheat,tomato,cucumber,broccoli","lemon juice,olive oil,mint,bulgur wheat,tomato,cucumber,onion,broccoli",https://www.allrecipes.com/recipe/237799/alternative-tabbouleh-tabouli/,salad,C. S. Crews,"This is not traditional middle-eastern tabbouleh and does not contain any parsley. It features broccoli, cranberries, cucumber, and fresh mint. Not only is this salad delicious, but it is also packed with nutrients.",5.0,1,1,"1 cup water ; ¼ cup lemon juice ; 2 tablespoons olive oil ; 2 tablespoons chopped fresh mint, or more to taste ; 1 teaspoon salt, or more to taste  ;   black pepper to taste ; 1 cup bulgur wheat ; 1 large tomato, diced ; 1  cucumber, diced ; ½  red onion, diced ; 1 cup finely chopped broccoli florets ; ½ cup dried cranberries","Stir water, lemon juice, olive oil, mint, salt, and pepper together in a large container with a lid; add bulgur wheat, stir to coat, and soak in refrigerator until bulgur is soft, 3 hours to overnight. Mix tomato, cucumber, red onion, broccoli, and dried cranberries together in a large bowl; add bulgur wheat mixture and stir to coat.",20 mins,3 hr,3 hrs 20 mins,8,8 servings,130,23,6,3,0,0,3,4,300,33,23,0,39,234,303,1,18,20,0,Middle East,"[1.0, 0.25, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5]","['cup', ' cup', ' tablespoons', ' tablespoons', ' teaspoon', ' no unit', ' cup', ' no unit', ' no unit', ' no unit', ' cup', ' cup']","['water', ' lemon juice', ' olive oil', ' chopped fresh mint, or more to taste', ' salt, or more to taste', ' black pepper to taste', ' bulgur wheat', ' large tomato, diced', ' cucumber, diced', ' red onion, diced', ' finely chopped broccoli florets', ' dried cranberries']",AAA
49,Tabbouleh with Edamame,"lunch,dinner","parsley,tomato,edamame,bulgur","bulgur,edamame,tomato,parsley,cucumber,onion,olive oil,lemon",https://www.allrecipes.com/recipe/232207/tabbouleh-with-edamame/,salad,bakeaholic,This is my own version of traditional tabbouleh. The addition of soybeans makes it a meal in itself. It gets better after chilling for a day or two.,3.0,1,0,"1 cup bulgur ; 1 cup boiling water ; 1 (1 pound) package frozen shelled edamame ; 2 cups halved cherry tomatoes ; 2 cups chopped fresh parsley ; 1  cucumber, seeded and chopped ; 1 bunch green onions, thinly sliced ; ¼ cup olive oil, or as needed ; 2  large lemons, juiced ; 2 tablespoons apple cider vinegar ;   salt and ground black pepper to taste","Stir bulgur and boiling water together in a pot; cover and remove from heat. Set aside until water is absorbed, about 1 hour. Bring a separate pot of water to a boil; cook edamame in the boiling water until tender, about 5 minutes. Drain. Mix cooked bulgur, edamame, tomatoes, parsley, cucumber, and green onions together in a large bowl. Whisk olive oil, lemon juice, and vinegar in a separate bowl; pour over bulgur mixture. Season with salt and pepper; toss to coat. Cover with plastic wrap and refrigerate to blend flavors, at least 6 hours.",20 mins,1 hr,7 hrs 20 mins,8,8 servings,234,26,1,11,1,0,11,7,29,100,168,4,88,735,1918,4,55,148,0,Middle East,"[1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.25, 2.0, 2.0, 0.0]","['cup', ' cup', ' package', ' cups', ' cups', ' no unit', ' no unit', ' cup', ' no unit', ' tablespoons', ' no unit']","['bulgur', ' boiling water', ' frozen shelled edamame', ' halved cherry tomatoes', ' chopped fresh parsley', ' cucumber, seeded and chopped', ' bunch green onions, thinly sliced', ' olive oil, or as needed', ' large lemons, juiced', ' apple cider vinegar', ' salt and ground black pepper to taste']",AAA
50,Best Lemonade Ever,"breakfast,lunch,dinner","white sugar,water, lemon juice","white sugar, water, lemon juice",https://www.allrecipes.com/recipe/32385/best-lemonade-ever/,drinks,Jo,This is a very refreshing drink!,4.76,2903,2121,1 ¾ cups white sugar ; 8 cups water ; 1 ½ cups lemon juice,"In a small saucepan, combine sugar and 1 cup water.  Bring to boil and stir to dissolve sugar. Allow to cool to room temperature, then cover and refrigerate until chilled. Remove seeds from lemon juice, but leave pulp. In pitcher, stir together chilled syrup, lemon juice and remaining 7 cups water.",30 mins,5 mins,4 hrs 35 mins,10,10 (8 ounce) servings,144,38,35,0,0,0,0,0,6,0,8,0,4,48,7,0,16,4,0,Middle East,"[1.75, 8.0, 1.5]","['cups', ' cups', ' cups']","['white sugar', ' water', ' lemon juice']",AAA
51,Turkish Chicken Kebabs,"lunch,dinner","yogurt,cinnamon,chicken","yogurt ,lemon juice,olive oil,paprika,cinnamon,chicken",https://www.allrecipes.com/recipe/244632/turkish-chicken-kebabs/,world-cuisine,Chef John,"I'd like to think that all the chicken coming off American grills this summer will be as tasty, juicy, and tender as these Turkish chicken kebabs. By using a flavorful, yogurt-based marinade, like the one seen herein, even inexperienced grillers can produce impressive results. I'm not sure how 'Turkish' this is--it's loosely based on a lamb marinade I've used for a long time.",4.82,123,82,"1 cup whole-milk Greek yogurt ; 2 tablespoons freshly squeezed lemon juice, or more to taste ; 2 tablespoons olive oil ; 2 tablespoons ketchup ; 6 cloves garlic, minced ; 1 tablespoon Aleppo red pepper flakes ; 1 tablespoon kosher salt ; 1 ½ teaspoons ground cumin ; 1 teaspoon freshly ground black pepper ; 1 teaspoon paprika ; ⅛ teaspoon ground cinnamon ; 2 ½ pounds boneless, skinless chicken thighs, halved ; 4  long metal skewers","Whisk yogurt, lemon juice, olive oil, ketchup, garlic, red pepper flakes, salt, cumin, black pepper, paprika, and cinnamon together in a bowl. Place chicken thigh halves into the yogurt marinade and coat them thoroughly on all sides. Cover bowl with plastic wrap and refrigerate 2 to 8 hours. Preheat an outdoor grill for medium-high heat and lightly oil the grate. Using 2 skewers for each kebab, thread half of the chicken thighs onto each pair of skewers making a fairly thick ""log"" shape. Place kebabs on grill. Do not try to turn them until they begin to unstick from the grill, 3 or 4 minutes. Turn kebabs and grill the other side 3 or 4 minutes; turn. Continue cooking and turning until chicken is no longer pink in the center and the juices run clear, about 6 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).",15 mins,12 mins,2 hrs 27 mins,4,4 large portions,538,8,4,32,9,186,51,1,1721,292,46,3,55,574,1440,21,8,19,0,Turkish,"[1.0, 2.0, 2.0, 2.0, 6.0, 1.0, 1.0, 1.5, 1.0, 1.0, 0.125, 2.5, 4.0]","['cup', ' tablespoons', ' tablespoons', ' tablespoons', ' cloves', ' tablespoon', ' tablespoon', ' teaspoons', ' teaspoon', ' teaspoon', ' teaspoon', ' pounds', ' no unit']","['whole-milk Greek yogurt', ' freshly squeezed lemon juice, or more to taste', ' olive oil', ' ketchup', ' garlic, minced', ' Aleppo red pepper flakes', ' kosher salt', ' ground cumin', ' freshly ground black pepper', ' paprika', ' ground cinnamon', ' boneless, skinless chicken thighs, halved', ' long metal skewers']",AAA
52,Caramel Cake,"lunch,dinner","butter ,eggs,flour,milk,vanilla","white sugar ,butter ,eggs,flour,baking powder,milk,vanilla",https://www.allrecipes.com/recipe/260883/caramel-cake/,desserts,dcarrier1021,"Moist, delicious layer cake with caramel icing.",4.49,74,58,"3 cups white sugar ; 1 ½ cups butter ; 5  eggs ; 3 ½ cups all-purpose flour ; ½ teaspoon baking powder ; ¼ teaspoon salt ; 1 ¼ cups whole milk ; 1 teaspoon vanilla extract ; 1 (16 ounce) package brown sugar ; 1 cup butter ; ¼ teaspoon salt ; ⅔ cup evaporated milk ; 1 (16 ounce) package confectioners' sugar, sifted ; 2 teaspoons pure vanilla extract","Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 9-inch cake pans. Cream white sugar, 1 1/2 cups butter, and eggs together in a bowl. Beat well. Combine flour, baking powder, and 1/4 teaspoon salt. Add to the sugar mixture alternately with milk. Add vanilla extract. Beat until batter makes ribbons when falling from the whisk or beater. Divide batter among the prepared cake pans. Bake in the preheated oven until a toothpick inserted in the center comes out clean, about 30 minutes. Cool layers on a rack before icing, at least 1 hour. Combine brown sugar, 1 cup butter, and 1/4 teaspoon salt in a saucepan over medium heat. Stir until brown sugar is dissolved, about 3 minutes. Add evaporated milk and continue stirring. Bring to a gentle boil and let bubble for about 4 minutes, stirring constantly to avoid sticking. Remove from heat and allow to cool, about 5 minutes. Mix confectioners' sugar and vanilla extract into the butter-milk mixture using an electric mixer until icing caramelizes and thickens to the desired consistency. Spread icing onto the cooled cake layers. Stack layers; ice top and sides.",40 mins,37 mins,2 hrs 22 mins,12,1 9-inch layer cake,1019,154,125,42,26,185,8,1,455,384,136,2,20,210,1341,4,0,80,0,Middle East,"[3.0, 1.5, 5.0, 3.5, 0.5, 0.25, 1.25, 1.0, 1.0, 1.0, 0.25, 0.0, 1.0, 2.0]","['cups', ' cups', ' no unit', ' cups', ' teaspoon', ' teaspoon', ' cups', ' teaspoon', ' package', ' cup', ' teaspoon', ' no unit', ' package', ' teaspoons']","['white sugar', ' butter', ' eggs', ' all-purpose flour', ' baking powder', ' salt', ' whole milk', ' vanilla extract', ' brown sugar', ' butter', ' salt', ' ⅔ cup evaporated milk', "" confectioners' sugar, sifted"", ' pure vanilla extract']",AAA
53,Super Easy Hummus,lunch,"garbanzo,olive oil ,garlic,cumin","garbanzo,lemon juice,olive oil ,garlic,cumin",https://www.allrecipes.com/recipe/232962/super-easy-hummus/,appetizers-and-snacks,Chelsey,Super easy hummus that only takes minutes. Great with veggies or pita chips. Really it's great with ANYTHING!,4.73,239,181,"1 (15 ounce) can garbanzo beans, drained, liquid reserved ; 1 tablespoon lemon juice ; 1 tablespoon olive oil ; 1 clove garlic, crushed ; ½ teaspoon ground cumin ; ½ teaspoon salt ; 2 drops sesame oil, or to taste  (Optional)","Blend garbanzo beans, lemon juice, olive oil, garlic, cumin, salt, and sesame oil in a food processor; stream reserved bean liquid into the mixture as it blends until desired consistency is achieved.",5 mins,0 min,5 mins,4,4 servings,120,16,0,4,0,0,3,3,500,42,26,1,21,132,21,0,4,47,0,Middle East,"[1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 2.0]","['can', ' tablespoon', ' tablespoon', ' clove', ' teaspoon', ' teaspoon', ' no unit']","['garbanzo beans, drained, liquid reserved', ' lemon juice', ' olive oil', ' garlic, crushed', ' ground cumin', ' salt', ' drops sesame oil, or to taste  (Optional)']",AAA
54,Butter Swim Biscuits,"lunch,dinner","butter,flour,baking powder,white sugar,buttermilk","butter,flour,baking powder,white sugar,buttermilk",https://www.allrecipes.com/recipe/280473/butter-swim-biscuits/,bread,Yoly,"These biscuits are literally swimming in butter prior to baking, hence the name. No need to butter them since they are buttery and fluffy. Perfect for breakfast or for dinner. Great use of pantry items during this stay-at-home order during the Coronavirus pandemic.",4.58,125,85,½ cup unsalted butter ; 2 ½ cups all-purpose flour ; 4 teaspoons baking powder ; 4 teaspoons white sugar ; 1 teaspoon salt ; 1 ¾ cups buttermilk,"Preheat the oven to 450 degrees F (230 degrees C). Place butter in an 8x8-inch glass or ceramic baking dish. Microwave for 1 minute. Stir butter and keep microwaving at 20-second intervals until butter is fully melted. Sift flour, baking powder, sugar, and salt into a bowl. Add buttermilk and stir until combined. Pour over melted butter and spread over the melted butter. Use a bench scraper to cut dough into 9 equal pieces. Bake in the preheated oven until biscuit tops start to brown, 20 to 25 minutes.",5 mins,25 mins,30 mins,9,9 biscuits,244,31,4,11,6,29,5,0,527,98,183,1,13,112,327,3,0,66,0,Middle East,"[0.5, 2.5, 4.0, 4.0, 1.0, 1.75]","['cup', ' cups', ' teaspoons', ' teaspoons', ' teaspoon', ' cups']","['unsalted butter', ' all-purpose flour', ' baking powder', ' white sugar', ' salt', ' buttermilk']",AAA
55,Ice Cream Cake,"lunch,dinner","chocolate cake ,chocolate ice cream","chocolate cake ,chocolate ice cream",https://www.allrecipes.com/recipe/20784/ice-cream-cake/,desserts,winnie the pooh,This is a basic recipe for ice cream cake.  You can use any flavor of ice cream or cake mix you like!  Frost with frosting or fudge topping or thinned ice milk or anything!,4.54,105,91,"1 (18.25 ounce) package chocolate cake mix ; ½ gallon chocolate ice cream, softened","Prepare cake according to package directions; bake in a 9x13 inch baking dish and cool completely. Use ice cream that comes in a rectangular carton.  Remove the carton and, using a piece of string or dental floss, cut the ice cream in half lengthwise (long side to long side) and place the two layers side by side on a piece of waxed paper. Place the cooled cake over the ice cream.  Trim the cake and ice cream so that the edges match. Place a board or serving platter over the cake, hold onto the waxed paper and board, and flip the ice cream cake over.  Remove the waxed paper and smooth out the seam between the ice cream slabs. Cover with waxed paper and freeze until very firm.  Decorate as desired.",20 mins,30 mins,3 hrs,18,18 servings,249,37,25,10,4,19,3,1,281,98,107,1,30,240,244,1,0,27,0,Middle East,"[1.0, 0.5]","['no unit', ' no unit']","['(18.25 ounce) package chocolate cake mix', ' gallon chocolate ice cream, softened']",AAA
56,Lebanese Seven Spices,lunch,"cumin,paprika,coriander,cloves,nutmeg,cinnamon,cardamom","black pepper,cumin,paprika,coriander,cloves,nutmeg,cinnamon,cardamom",https://www.allrecipes.com/recipe/216191/lebanese-seven-spices/,world-cuisine,orayeena,The secret for good Middle Eastern food. Actually it's a mix of 8 spices.,4.14,14,8,½ cup ground black pepper ; ½ cup ground cumin ; ½ cup paprika ; ¼ cup ground coriander ; ¼ cup ground cloves ; 4 teaspoons ground nutmeg ; 4 teaspoons ground cinnamon ; 2 teaspoons ground cardamom,"Stir the black pepper, cumin, paprika, coriander, clove, nutmeg, cinnamon, and cardamom together until evenly blended. Store the spice mix in an airtight container.",5 mins,0 min,5 mins,106,2 cups,7,1,0,0,0,0,0,0,1,2,11,0,4,30,281,0,0,1,0,Lebanese,"[0.5, 0.5, 0.5, 0.25, 0.25, 4.0, 4.0, 2.0]","['cup', ' cup', ' cup', ' cup', ' cup', ' teaspoons', ' teaspoons', ' teaspoons']","['ground black pepper', ' ground cumin', ' paprika', ' ground coriander', ' ground cloves', ' ground nutmeg', ' ground cinnamon', ' ground cardamom']",AAA
57,Lamb Shawarma,lunch,"yogurt,nutmeg,lamb","yogurt,cumin,nutmeg,mace,pepper,lamb",https://www.allrecipes.com/recipe/214029/lamb-shawarma/,world-cuisine,jwagner,"This is a wonderful Middle Eastern dish that I was introduced to by a friend of mine from Lebanon. This recipe yields an absolutely amazing tasting and tender final product. Shawarma can be used in pitas, be put on fattoush, on hommus, or eaten plain.",4.64,58,46,"½ cup plain yogurt ; ¼ cup water ; 2 tablespoons fresh lemon juice ; 1 tablespoon distilled white vinegar ; 1 tablespoon olive oil ; ½ cup chopped onion ; 2 cloves garlic, minced ; 1 tablespoon salt ; ½ teaspoon ground black pepper ; ½ teaspoon ground cumin ; ⅛ teaspoon ground nutmeg ; ⅛ teaspoon ground cloves ; ¾ teaspoon ground mace ; 1 teaspoon cayenne pepper ; 5 pounds boneless lamb shoulder, cut into 1/4-inch-thick strips","Place the yogurt, water, lemon juice, vinegar, olive oil, onion, and garlic into a large mixing bowl. Whisk in the salt, black pepper, cumin, nutmeg, clove, mace, and cayenne pepper until evenly blended. Mix in the lamb strips to coat. Cover the bowl with plastic wrap, and marinate in the refrigerator 12 to 24 hours (the longer the better). Heat a large skillet over high heat. Cook the lamb strips in a single layer in batches until the fat melts and the meat has browned and is no longer pink on the inside, about 5 minutes, turning occasionally.",30 mins,20 mins,12 hrs 50 mins,8,8 shawarmas,375,3,1,26,10,115,29,0,966,241,60,2,34,380,106,7,3,30,0,Lebanese,"[0.5, 0.25, 2.0, 1.0, 1.0, 0.5, 2.0, 1.0, 0.5, 0.5, 0.125, 0.125, 0.75, 1.0, 5.0]","['cup', ' cup', ' tablespoons', ' tablespoon', ' tablespoon', ' cup', ' cloves', ' tablespoon', ' teaspoon', ' teaspoon', ' teaspoon', ' teaspoon', ' teaspoon', ' teaspoon', ' pounds']","['plain yogurt', ' water', ' fresh lemon juice', ' distilled white vinegar', ' olive oil', ' chopped onion', ' garlic, minced', ' salt', ' ground black pepper', ' ground cumin', ' ground nutmeg', ' ground cloves', ' ground mace', ' cayenne pepper', ' boneless lamb shoulder, cut into 1/4-inch-thick strips']",AAA
58,Easy Lemonade,lunch,"lemon juice ,white sugar","lemon juice,water ,white sugar",https://www.allrecipes.com/recipe/20842/easy-lemonade/,drinks,FISHLOVE,"You can use a combination of lemon and lime, or lemon and orange, or lemon, lime AND orange!  3/4 cup is about 3 large lemons, but measure it because you don't want it too tart!",4.25,55,42,¾ cup fresh lemon juice ; 2 quarts water ; ½ cup white sugar,"In a large pan, combine water and sugar.  Heat until the sugar just melts. Remove from heat and pour in lemon juice. Mix well and chill in refrigerator before serving. Garnish with lemon, lime or orange slices.",10 mins,5 mins,15 mins,8,8 servings,54,14,13,0,0,0,0,0,7,0,8,0,3,31,4,0,10,3,0,Middle East,"[0.75, 2.0, 0.5]","['cup', ' no unit', ' cup']","['fresh lemon juice', ' quarts water', ' white sugar']",AAA
59,Mint Julep Cocktail,"lunch,dinner","mint,whiskey , ice","mint,whiskey , ice",https://www.allrecipes.com/recipe/221319/mint-julep-cocktail/,drinks,Allrecipes,"The Mint Julep deserves to be enjoyed all summer long, so do yourself a favor and try this refreshing classic cocktail before and after the Kentucky Derby.",4.17,6,3,"8  mint leaves ; 1 teaspoon simple syrup ; 2 ½ fluid ounces bourbon whiskey ;   crushed ice, divided ; 1 sprig fresh mint for garnish",Chill a julep cup in the freezer for about 5 minutes. Place mint leaves and simple syrup in the chilled julep cup; mash well with a cocktail muddler. Pour in bourbon and 1/2 cup crushed ice. Stir until chilled and top with remaining 1/2 cup ice. Garnish with fresh mint.,10 mins,0 min ,10 mins,1,1 cocktail,186,3,0,0,0,0,0,0,8,0,14,0,2,10,41,0,2,3,0,Middle East,"[8.0, 1.0, 2.5, 0.0, 1.0]","['no unit', ' teaspoon', ' no unit', ' no unit', ' no unit']","['mint leaves', ' simple syrup', ' fluid ounces bourbon whiskey', ' crushed ice, divided', ' sprig fresh mint for garnish']",AAA
60,Honey Roasted Red Potatoes,lunch,"potato,onion ,butter,mustard","potato,onion ,butter,honey,mustard",https://www.allrecipes.com/recipe/18293/honey-roasted-red-potatoes/,side-dish,STEPHNDON,These slightly sweet potatoes are perfect with most entrees.,4.35,1906,1329,"1 pound red potatoes, quartered ; 2 tablespoons diced onion ; 2 tablespoons butter, melted ; 1 tablespoon honey ; 1 teaspoon dry mustard ; 1 pinch salt ; 1 pinch ground black pepper","Preheat oven to 375  degrees F (190 degrees C). Lightly coat an 11x7 inch baking dish with nonstick cooking spray. Place potatoes in a single layer in prepared dish, and top with onion. In a small bowl, combine melted butter, honey, mustard, salt and pepper; drizzle over potatoes and onion. Bake in the preheated 375 degrees F (190 degrees C) oven for 35 minutes or until tender, stirring halfway through the cooking time.",10 mins,35 mins,45 mins,4,4 servings,156,23,5,6,3,15,2,2,87,55,9,0,4,21,178,0,0,2,0,Middle East,"[1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","['pound', ' tablespoons', ' tablespoons', ' tablespoon', ' teaspoon', ' pinch', ' pinch']","['red potatoes, quartered', ' diced onion', ' butter, melted', ' honey', ' dry mustard', ' salt', ' ground black pepper']",AAA
